game_id,round_id,player,street,hand_cards,board_cards,action,amount,stack_before,pot_size,position,is_raise,is_call,is_fold,timestamp
GLOBAL,119,GPTBot,preflop,"['D9', 'H6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:24:57.713371
GLOBAL,119,GeminiBot,preflop,"['D2', 'H4']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:25:00.202805
GLOBAL,119,ClaudeBot,preflop,"['DJ', 'H3']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-13T00:25:04.181103
GLOBAL,120,GPTBot,preflop,"['CJ', 'DK']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:25:06.319179
GLOBAL,120,GeminiBot,preflop,"['C6', 'DA']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:25:08.856420
GLOBAL,120,ClaudeBot,preflop,"['HT', 'S8']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-13T00:25:12.860580
GLOBAL,120,GPTBot,preflop,"['CJ', 'DK']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-13T00:25:15.146495
GLOBAL,120,GeminiBot,preflop,"['C6', 'DA']",[],fold,0,2800,3160,seat_1,False,False,True,2026-05-13T00:25:17.670772
GLOBAL,121,GPTBot,preflop,"['C2', 'CT']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:25:20.616980
GLOBAL,121,GeminiBot,preflop,"['D5', 'S6']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:25:22.974134
GLOBAL,121,ClaudeBot,preflop,"['HJ', 'SA']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-13T00:25:26.901072
GLOBAL,121,GPTBot,preflop,"['C2', 'CT']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-13T00:25:29.297511
GLOBAL,121,ClaudeBot,preflop,"['HJ', 'SA']",[],raise,900,2820,490,seat_2,True,False,False,2026-05-13T00:25:33.321268
GLOBAL,121,GPTBot,preflop,"['C2', 'CT']",[],fold,0,2700,1210,seat_0,False,False,True,2026-05-13T00:25:35.332643
GLOBAL,122,GPTBot,preflop,"['SK', 'HJ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:25:37.889356
GLOBAL,122,GeminiBot,preflop,"['H9', 'C7']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:25:40.246927
GLOBAL,122,ClaudeBot,preflop,"['DT', 'D2']",[],call,60,2980,90,seat_2,False,True,False,2026-05-13T00:25:44.730449
GLOBAL,122,ClaudeBot,flop,"['DT', 'D2']","['SA', 'CK', 'C2']",raise,80,2940,130,seat_2,True,False,False,2026-05-13T00:25:49.975639
GLOBAL,122,GPTBot,flop,"['SK', 'HJ']","['SA', 'CK', 'C2']",raise,160,2940,210,seat_0,True,False,False,2026-05-13T00:25:52.381215
GLOBAL,122,ClaudeBot,flop,"['DT', 'D2']","['SA', 'CK', 'C2']",call,160,2860,370,seat_2,False,True,False,2026-05-13T00:25:59.409617
GLOBAL,122,ClaudeBot,turn,"['DT', 'D2']","['SA', 'CK', 'C2', 'S3']",raise,250,2780,450,seat_2,True,False,False,2026-05-13T00:26:04.129993
GLOBAL,122,GPTBot,turn,"['SK', 'HJ']","['SA', 'CK', 'C2', 'S3']",raise,2780,2780,700,seat_0,True,False,False,2026-05-13T00:26:06.436862
GLOBAL,122,ClaudeBot,turn,"['DT', 'D2']","['SA', 'CK', 'C2', 'S3']",call,0,2530,3480,seat_2,False,True,False,2026-05-13T00:26:12.152146
GLOBAL,123,GPTBot,preflop,"['CQ', 'S9']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:26:15.026322
GLOBAL,123,GeminiBot,preflop,"['C7', 'C5']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:26:17.512927
GLOBAL,123,ClaudeBot,preflop,"['HQ', 'CT']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-13T00:26:21.828809
GLOBAL,123,GPTBot,preflop,"['CQ', 'S9']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-13T00:26:24.096947
GLOBAL,123,ClaudeBot,preflop,"['HQ', 'CT']",[],call,300,2820,490,seat_2,False,True,False,2026-05-13T00:26:28.313704
GLOBAL,123,ClaudeBot,flop,"['HQ', 'CT']","['D2', 'D6', 'S6']",call,0,2700,610,seat_2,False,True,False,2026-05-13T00:26:33.131408
GLOBAL,123,GPTBot,flop,"['CQ', 'S9']","['D2', 'D6', 'S6']",raise,2700,2700,610,seat_0,True,False,False,2026-05-13T00:26:36.832655
GLOBAL,123,ClaudeBot,flop,"['HQ', 'CT']","['D2', 'D6', 'S6']",call,2700,2700,3310,seat_2,False,True,False,2026-05-13T00:26:41.965752
GLOBAL,124,GPTBot,preflop,"['S2', 'SA']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:26:44.262894
GLOBAL,124,GeminiBot,preflop,"['DQ', 'H6']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:26:47.173090
GLOBAL,124,ClaudeBot,preflop,"['HT', 'C4']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-13T00:26:51.495209
GLOBAL,125,GPTBot,preflop,"['H8', 'HQ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:26:53.800640
GLOBAL,125,GeminiBot,preflop,"['SA', 'SK']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:26:56.216699
GLOBAL,125,ClaudeBot,preflop,"['D4', 'D5']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-13T00:27:00.125826
GLOBAL,125,GPTBot,preflop,"['H8', 'HQ']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-13T00:27:02.832326
GLOBAL,125,GeminiBot,preflop,"['SA', 'SK']",[],call,2800,2800,3160,seat_1,False,True,False,2026-05-13T00:27:05.566218
GLOBAL,126,GPTBot,preflop,"['D5', 'C6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:27:09.015005
GLOBAL,126,GeminiBot,preflop,"['CK', 'C4']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:27:11.420042
GLOBAL,126,ClaudeBot,preflop,"['S7', 'H4']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-13T00:27:15.489613
GLOBAL,126,GPTBot,preflop,"['D5', 'C6']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-13T00:27:17.737448
GLOBAL,126,GeminiBot,preflop,"['CK', 'C4']",[],fold,0,2800,3160,seat_1,False,False,True,2026-05-13T00:27:20.315546
GLOBAL,127,GPTBot,preflop,"['SJ', 'S5']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:27:22.618894
GLOBAL,127,GeminiBot,preflop,"['C2', 'DQ']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:27:25.017767
GLOBAL,127,ClaudeBot,preflop,"['C4', 'SK']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-13T00:27:29.336436
GLOBAL,127,GPTBot,preflop,"['SJ', 'S5']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-13T00:27:31.544625
GLOBAL,127,ClaudeBot,preflop,"['C4', 'SK']",[],call,300,2820,490,seat_2,False,True,False,2026-05-13T00:27:36.250542
GLOBAL,127,ClaudeBot,flop,"['C4', 'SK']","['CJ', 'S9', 'CT']",call,0,2700,610,seat_2,False,True,False,2026-05-13T00:27:41.672684
GLOBAL,127,GPTBot,flop,"['SJ', 'S5']","['CJ', 'S9', 'CT']",raise,2700,2700,610,seat_0,True,False,False,2026-05-13T00:27:44.377431
GLOBAL,127,ClaudeBot,flop,"['C4', 'SK']","['CJ', 'S9', 'CT']",call,2700,2700,3310,seat_2,False,True,False,2026-05-13T00:27:49.695448
GLOBAL,128,GPTBot,preflop,"['HK', 'CJ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:27:52.401373
GLOBAL,128,GeminiBot,preflop,"['C8', 'D6']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:27:54.841336
GLOBAL,128,ClaudeBot,preflop,"['SA', 'S2']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-13T00:27:58.834240
GLOBAL,128,GPTBot,preflop,"['HK', 'CJ']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-13T00:28:01.635135
GLOBAL,128,ClaudeBot,preflop,"['SA', 'S2']",[],raise,900,2820,490,seat_2,True,False,False,2026-05-13T00:28:05.148745
GLOBAL,128,GPTBot,preflop,"['HK', 'CJ']",[],raise,2700,2700,1210,seat_0,True,False,False,2026-05-13T00:28:07.854760
GLOBAL,128,ClaudeBot,preflop,"['SA', 'S2']",[],call,2100,2100,3610,seat_2,False,True,False,2026-05-13T00:28:12.276701
GLOBAL,129,GPTBot,preflop,"['C6', 'DA']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-13T00:28:14.885056
GLOBAL,129,GeminiBot,preflop,"['D7', 'C2']",[],fold,0,2990,80,seat_1,False,False,True,2026-05-13T00:28:17.419298
GLOBAL,129,ClaudeBot,preflop,"['S5', 'C8']",[],fold,0,2980,80,seat_2,False,False,True,2026-05-13T00:28:21.314226
GLOBAL,130,GPTBot,preflop,"['HJ', 'CT']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:28:24.317788
GLOBAL,130,GeminiBot,preflop,"['D6', 'D4']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:28:26.935433
GLOBAL,130,ClaudeBot,preflop,"['D8', 'S5']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-13T00:28:31.344329
GLOBAL,131,GPTBot,preflop,"['C5', 'DQ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:28:33.655325
GLOBAL,131,GeminiBot,preflop,"['C3', 'DT']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:28:36.065006
GLOBAL,131,ClaudeBot,preflop,"['SJ', 'C2']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-13T00:28:39.473402
GLOBAL,132,GPTBot,preflop,"['HT', 'H4']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:28:41.875607
GLOBAL,132,GeminiBot,preflop,"['C7', 'C9']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:28:44.209615
GLOBAL,132,ClaudeBot,preflop,"['S5', 'S7']",[],call,60,2980,90,seat_2,False,True,False,2026-05-13T00:28:48.650949
GLOBAL,132,ClaudeBot,flop,"['S5', 'S7']","['D9', 'D3', 'C2']",raise,80,2940,130,seat_2,True,False,False,2026-05-13T00:28:52.017599
GLOBAL,132,GPTBot,flop,"['HT', 'H4']","['D9', 'D3', 'C2']",raise,160,2940,210,seat_0,True,False,False,2026-05-13T00:28:54.725779
GLOBAL,132,ClaudeBot,flop,"['S5', 'S7']","['D9', 'D3', 'C2']",call,160,2860,370,seat_2,False,True,False,2026-05-13T00:29:00.146063
GLOBAL,132,ClaudeBot,turn,"['S5', 'S7']","['D9', 'D3', 'C2', 'D8']",call,0,2780,450,seat_2,False,True,False,2026-05-13T00:29:04.769494
GLOBAL,132,GPTBot,turn,"['HT', 'H4']","['D9', 'D3', 'C2', 'D8']",raise,2780,2780,450,seat_0,True,False,False,2026-05-13T00:29:06.964255
GLOBAL,132,ClaudeBot,turn,"['S5', 'S7']","['D9', 'D3', 'C2', 'D8']",fold,0,2780,3230,seat_2,False,False,True,2026-05-13T00:29:11.985988
GLOBAL,133,GPTBot,preflop,"['S7', 'SA']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:29:14.344915
GLOBAL,133,GeminiBot,preflop,"['H3', 'S2']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:29:16.735757
GLOBAL,133,ClaudeBot,preflop,"['HJ', 'CJ']",[],raise,200,2980,90,seat_2,True,False,False,2026-05-13T00:29:23.454593
GLOBAL,133,GPTBot,preflop,"['S7', 'SA']",[],raise,2940,2940,270,seat_0,True,False,False,2026-05-13T00:29:25.733940
GLOBAL,133,ClaudeBot,preflop,"['HJ', 'CJ']",[],call,2800,2800,3150,seat_2,False,True,False,2026-05-13T00:29:29.748245
GLOBAL,134,GPTBot,preflop,"['D3', 'DK']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:29:32.257145
GLOBAL,134,GeminiBot,preflop,"['D5', 'S7']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:29:34.865876
GLOBAL,134,ClaudeBot,preflop,"['D4', 'CK']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-13T00:29:39.179887
GLOBAL,134,GPTBot,preflop,"['D3', 'DK']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-13T00:29:41.331702
GLOBAL,134,ClaudeBot,preflop,"['D4', 'CK']",[],call,300,2820,490,seat_2,False,True,False,2026-05-13T00:29:46.906203
GLOBAL,134,ClaudeBot,flop,"['D4', 'CK']","['H4', 'DJ', 'S4']",raise,300,2700,610,seat_2,True,False,False,2026-05-13T00:29:50.744392
GLOBAL,134,GPTBot,flop,"['D3', 'DK']","['H4', 'DJ', 'S4']",raise,2700,2700,910,seat_0,True,False,False,2026-05-13T00:29:52.955933
GLOBAL,134,ClaudeBot,flop,"['D4', 'CK']","['H4', 'DJ', 'S4']",call,2400,2400,3610,seat_2,False,True,False,2026-05-13T00:29:56.664416
GLOBAL,135,GPTBot,preflop,"['C5', 'H5']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:29:59.063132
GLOBAL,135,GeminiBot,preflop,"['C3', 'H3']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:30:01.702750
GLOBAL,135,ClaudeBot,preflop,"['DQ', 'HQ']",[],raise,200,2980,90,seat_2,True,False,False,2026-05-13T00:30:05.004179
GLOBAL,135,GPTBot,preflop,"['C5', 'H5']",[],raise,2940,2940,270,seat_0,True,False,False,2026-05-13T00:30:07.381581
GLOBAL,135,ClaudeBot,preflop,"['DQ', 'HQ']",[],call,2800,2800,3150,seat_2,False,True,False,2026-05-13T00:30:11.796256
GLOBAL,136,GPTBot,preflop,"['SJ', 'CK']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:30:15.205903
GLOBAL,136,GeminiBot,preflop,"['H9', 'C9']",[],raise,250,2990,90,seat_1,True,False,False,2026-05-13T00:30:17.717853
GLOBAL,136,ClaudeBot,preflop,"['HT', 'H2']",[],fold,0,2980,330,seat_2,False,False,True,2026-05-13T00:30:21.451428
GLOBAL,136,GPTBot,preflop,"['SJ', 'CK']",[],raise,2940,2940,330,seat_0,True,False,False,2026-05-13T00:30:25.044059
GLOBAL,136,GeminiBot,preflop,"['H9', 'C9']",[],call,2750,2750,3210,seat_1,False,True,False,2026-05-13T00:30:27.854490
GLOBAL,137,GPTBot,preflop,"['D8', 'C4']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:30:30.294779
GLOBAL,137,GeminiBot,preflop,"['C6', 'S8']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:30:32.767642
GLOBAL,137,ClaudeBot,preflop,"['D6', 'SJ']",[],call,60,2980,90,seat_2,False,True,False,2026-05-13T00:30:36.959340
GLOBAL,137,ClaudeBot,flop,"['D6', 'SJ']","['SA', 'HQ', 'C2']",call,0,2940,130,seat_2,False,True,False,2026-05-13T00:30:41.011367
GLOBAL,137,GPTBot,flop,"['D8', 'C4']","['SA', 'HQ', 'C2']",raise,100,2940,130,seat_0,True,False,False,2026-05-13T00:30:43.716975
GLOBAL,137,ClaudeBot,flop,"['D6', 'SJ']","['SA', 'HQ', 'C2']",fold,0,2940,230,seat_2,False,False,True,2026-05-13T00:30:47.923661
GLOBAL,138,GPTBot,preflop,"['D2', 'H2']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:30:50.328260
GLOBAL,138,GeminiBot,preflop,"['SJ', 'HJ']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:30:52.854157
GLOBAL,138,ClaudeBot,preflop,"['CA', 'DT']",[],raise,600,2980,280,seat_2,True,False,False,2026-05-13T00:30:56.697111
GLOBAL,138,GPTBot,preflop,"['D2', 'H2']",[],fold,0,2940,860,seat_0,False,False,True,2026-05-13T00:30:59.565974
GLOBAL,138,GeminiBot,preflop,"['SJ', 'HJ']",[],raise,1500,2800,860,seat_1,True,False,False,2026-05-13T00:31:02.073277
GLOBAL,138,ClaudeBot,preflop,"['CA', 'DT']",[],raise,2400,2400,2160,seat_2,True,False,False,2026-05-13T00:31:06.999926
GLOBAL,138,GeminiBot,preflop,"['SJ', 'HJ']",[],fold,0,1500,3960,seat_1,False,False,True,2026-05-13T00:31:09.379423
GLOBAL,139,GPTBot,preflop,"['HT', 'S3']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:31:11.921952
GLOBAL,139,GeminiBot,preflop,"['C8', 'SA']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:31:14.331117
GLOBAL,139,ClaudeBot,preflop,"['D5', 'C2']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-13T00:31:17.832620
GLOBAL,139,GPTBot,preflop,"['HT', 'S3']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-13T00:31:19.835828
GLOBAL,139,GeminiBot,preflop,"['C8', 'SA']",[],fold,0,2800,3160,seat_1,False,False,True,2026-05-13T00:31:22.526422
GLOBAL,140,GPTBot,preflop,"['HQ', 'C6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:31:24.649738
GLOBAL,140,GeminiBot,preflop,"['C7', 'S2']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:31:27.062156
GLOBAL,140,ClaudeBot,preflop,"['DA', 'HA']",[],raise,200,2980,90,seat_2,True,False,False,2026-05-13T00:31:31.447746
GLOBAL,140,GPTBot,preflop,"['HQ', 'C6']",[],raise,2940,2940,270,seat_0,True,False,False,2026-05-13T00:31:33.766774
GLOBAL,140,ClaudeBot,preflop,"['DA', 'HA']",[],call,2800,2800,3150,seat_2,False,True,False,2026-05-13T00:31:37.639314
GLOBAL,141,GPTBot,preflop,"['CT', 'S7']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-13T00:31:40.045902
GLOBAL,141,GeminiBot,preflop,"['CQ', 'ST']",[],raise,150,2990,80,seat_1,True,False,False,2026-05-13T00:31:42.924396
GLOBAL,141,ClaudeBot,preflop,"['D8', 'H4']",[],fold,0,2980,220,seat_2,False,False,True,2026-05-13T00:31:46.548303
GLOBAL,141,GPTBot,preflop,"['CT', 'S7']",[],raise,2950,2950,220,seat_0,True,False,False,2026-05-13T00:31:48.940679
GLOBAL,141,GeminiBot,preflop,"['CQ', 'ST']",[],call,2850,2850,3120,seat_1,False,True,False,2026-05-13T00:31:51.312638
GLOBAL,142,GPTBot,preflop,"['HA', 'DJ']",[],raise,100,3000,30,seat_0,True,False,False,2026-05-13T00:31:53.376072
GLOBAL,142,GeminiBot,preflop,"['D5', 'S4']",[],fold,0,2990,130,seat_1,False,False,True,2026-05-13T00:31:55.656659
GLOBAL,142,ClaudeBot,preflop,"['HQ', 'D4']",[],call,100,2980,130,seat_2,False,True,False,2026-05-13T00:32:00.781172
GLOBAL,142,ClaudeBot,flop,"['HQ', 'D4']","['CA', 'H5', 'H8']",raise,140,2900,210,seat_2,True,False,False,2026-05-13T00:32:04.815408
GLOBAL,142,GPTBot,flop,"['HA', 'DJ']","['CA', 'H5', 'H8']",raise,2900,2900,350,seat_0,True,False,False,2026-05-13T00:32:09.061976
GLOBAL,142,ClaudeBot,flop,"['HQ', 'D4']","['CA', 'H5', 'H8']",fold,0,2760,3250,seat_2,False,False,True,2026-05-13T00:32:13.524012
GLOBAL,143,GPTBot,preflop,"['ST', 'S2']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:32:15.844735
GLOBAL,143,GeminiBot,preflop,"['C8', 'S9']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:32:18.249736
GLOBAL,143,ClaudeBot,preflop,"['H2', 'D9']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-13T00:32:22.752417
GLOBAL,144,GPTBot,preflop,"['C4', 'S5']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-13T00:32:25.276734
GLOBAL,144,GeminiBot,preflop,"['S7', 'ST']",[],raise,150,2990,80,seat_1,True,False,False,2026-05-13T00:32:27.822116
GLOBAL,144,ClaudeBot,preflop,"['DQ', 'S6']",[],fold,0,2980,220,seat_2,False,False,True,2026-05-13T00:32:31.788370
GLOBAL,144,GPTBot,preflop,"['C4', 'S5']",[],raise,2950,2950,220,seat_0,True,False,False,2026-05-13T00:32:34.392846
GLOBAL,144,GeminiBot,preflop,"['S7', 'ST']",[],call,2850,2850,3120,seat_1,False,True,False,2026-05-13T00:32:36.833173
GLOBAL,145,GPTBot,preflop,"['SJ', 'D8']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:32:43.145618
GLOBAL,145,GeminiBot,preflop,"['S5', 'S6']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:32:45.733099
GLOBAL,145,ClaudeBot,preflop,"['C9', 'S3']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-13T00:32:49.753095
GLOBAL,146,GPTBot,preflop,"['S8', 'DJ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:32:52.062720
GLOBAL,146,GeminiBot,preflop,"['S2', 'S7']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:32:54.483808
GLOBAL,146,ClaudeBot,preflop,"['SJ', 'C8']",[],call,60,2980,90,seat_2,False,True,False,2026-05-13T00:32:59.108763
GLOBAL,146,ClaudeBot,flop,"['SJ', 'C8']","['D6', 'H3', 'CK']",raise,80,2940,130,seat_2,True,False,False,2026-05-13T00:33:02.597457
GLOBAL,146,GPTBot,flop,"['S8', 'DJ']","['D6', 'H3', 'CK']",raise,2940,2940,210,seat_0,True,False,False,2026-05-13T00:33:04.682160
GLOBAL,146,ClaudeBot,flop,"['SJ', 'C8']","['D6', 'H3', 'CK']",fold,0,2860,3150,seat_2,False,False,True,2026-05-13T00:33:08.419115
GLOBAL,147,GPTBot,preflop,"['C7', 'D9']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:33:10.725352
GLOBAL,147,GeminiBot,preflop,"['HJ', 'DQ']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:33:13.185417
GLOBAL,147,ClaudeBot,preflop,"['H4', 'S9']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-13T00:33:19.657404
GLOBAL,147,GPTBot,preflop,"['C7', 'D9']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-13T00:33:22.671653
GLOBAL,147,GeminiBot,preflop,"['HJ', 'DQ']",[],fold,0,2800,3160,seat_1,False,False,True,2026-05-13T00:33:25.064897
GLOBAL,148,GPTBot,preflop,"['C7', 'H9']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:33:27.183453
GLOBAL,148,GeminiBot,preflop,"['H4', 'C6']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:33:29.392542
GLOBAL,148,ClaudeBot,preflop,"['DK', 'DT']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-13T00:33:33.482082
GLOBAL,148,GPTBot,preflop,"['C7', 'H9']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-13T00:33:36.220838
GLOBAL,148,ClaudeBot,preflop,"['DK', 'DT']",[],call,300,2820,490,seat_2,False,True,False,2026-05-13T00:33:40.428058
GLOBAL,148,ClaudeBot,flop,"['DK', 'DT']","['D7', 'SK', 'DA']",raise,400,2700,610,seat_2,True,False,False,2026-05-13T00:33:45.405057
GLOBAL,148,GPTBot,flop,"['C7', 'H9']","['D7', 'SK', 'DA']",raise,2700,2700,1010,seat_0,True,False,False,2026-05-13T00:33:47.558093
GLOBAL,148,ClaudeBot,flop,"['DK', 'DT']","['D7', 'SK', 'DA']",call,2300,2300,3710,seat_2,False,True,False,2026-05-13T00:33:51.255650
GLOBAL,149,GPTBot,preflop,"['D7', 'C3']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-13T00:33:53.828103
GLOBAL,149,GeminiBot,preflop,"['CT', 'HJ']",[],fold,0,2990,80,seat_1,False,False,True,2026-05-13T00:33:56.326337
GLOBAL,149,ClaudeBot,preflop,"['C9', 'DK']",[],raise,160,2980,80,seat_2,True,False,False,2026-05-13T00:34:02.191963
GLOBAL,149,GPTBot,preflop,"['D7', 'C3']",[],raise,2950,2950,220,seat_0,True,False,False,2026-05-13T00:34:05.089023
GLOBAL,149,ClaudeBot,preflop,"['C9', 'DK']",[],call,2840,2840,3120,seat_2,False,True,False,2026-05-13T00:34:10.098580
GLOBAL,150,GPTBot,preflop,"['D9', 'ST']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:34:12.886171
GLOBAL,150,GeminiBot,preflop,"['D2', 'SQ']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:34:15.298104
GLOBAL,150,ClaudeBot,preflop,"['HQ', 'SJ']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-13T00:34:19.806577
GLOBAL,150,GPTBot,preflop,"['D9', 'ST']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-13T00:34:21.794810
GLOBAL,150,ClaudeBot,preflop,"['HQ', 'SJ']",[],call,300,2820,490,seat_2,False,True,False,2026-05-13T00:34:26.277748
GLOBAL,150,ClaudeBot,flop,"['HQ', 'SJ']","['HA', 'S4', 'DQ']",raise,300,2700,610,seat_2,True,False,False,2026-05-13T00:34:30.866636
GLOBAL,150,GPTBot,flop,"['D9', 'ST']","['HA', 'S4', 'DQ']",raise,2700,2700,910,seat_0,True,False,False,2026-05-13T00:34:33.974888
GLOBAL,150,ClaudeBot,flop,"['HQ', 'SJ']","['HA', 'S4', 'DQ']",call,2400,2400,3610,seat_2,False,True,False,2026-05-13T00:34:39.281207
GLOBAL,151,GPTBot,preflop,"['C2', 'C6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:34:41.855441
GLOBAL,151,GeminiBot,preflop,"['SK', 'HQ']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:34:44.193975
GLOBAL,151,ClaudeBot,preflop,"['DQ', 'S4']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-13T00:34:48.106502
GLOBAL,151,GPTBot,preflop,"['C2', 'C6']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-13T00:34:50.617064
GLOBAL,151,GeminiBot,preflop,"['SK', 'HQ']",[],call,2800,2800,3160,seat_1,False,True,False,2026-05-13T00:34:53.182859
GLOBAL,152,GPTBot,preflop,"['SQ', 'C3']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:34:55.528543
GLOBAL,152,GeminiBot,preflop,"['C9', 'HK']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-13T00:34:57.757340
GLOBAL,152,ClaudeBot,preflop,"['DJ', 'CJ']",[],raise,600,2980,280,seat_2,True,False,False,2026-05-13T00:35:03.468009
GLOBAL,152,GPTBot,preflop,"['SQ', 'C3']",[],fold,0,2940,860,seat_0,False,False,True,2026-05-13T00:35:06.372797
GLOBAL,152,GeminiBot,preflop,"['C9', 'HK']",[],raise,1600,2800,860,seat_1,True,False,False,2026-05-13T00:35:08.677627
GLOBAL,152,ClaudeBot,preflop,"['DJ', 'CJ']",[],raise,2400,2400,2260,seat_2,True,False,False,2026-05-13T00:35:13.223612
GLOBAL,153,GPTBot,preflop,"['CJ', 'H6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-13T00:35:15.507478
GLOBAL,153,GeminiBot,preflop,"['DJ', 'H7']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-13T00:35:17.952992
